Landblock Hex	Landblock Dec	Dungeon Name	Drop Loc	Wiki Link	WeenieClassId	WeenieDesc	aceObjectId	Portal Name	Portal Loc	Portal Coordinates	Portal Restrictions	NPC Name	Gem Name	Gateway	Notes	Spreadsheet Info
02A4	676	South Tumerok Vanguard Outpost	0x02A40110 60.000000 -20.000000 -11.995001 0.000000 0.000000 0.000000 -1.000000	02A4	9143	portaltumerokvanguardsouth	2031378432	South Tumerok Vanguard Outpost	0x91460009 42.746 14.2601 11.438 0.705896 0 0 0.708316							
02A5	677	Northern Tumerok Vanguard Outpost	02A50296 60.93 -680.14 6.01 0.71 0.00 0.00 -0.71	02A5												
02A6	678	Lyceum Training Grounds	0x02A602D2 170.000000 -180.000000 0.005000 0.923880 0.000000 0.000000 -0.382683	02A6												
02A7	679	Lyceum Training Grounds	0x02A702D2 170.000000 -180.000000 0.005000 0.923880 0.000000 0.000000 -0.382683	02A7												
02A8	680	Lyceum Training Grounds	0x02A802D2 170.000000 -180.000000 0.005000 0.923880 0.000000 0.000000 -0.382683	02A8												
02A9	681	Hieromancers' Halls	0x02A90148 80.000000 -240.000000 -41.994999 1.000000 0.000000 0.000000 0.000000	02A9	9106	portalhh	1903661056	Hieromancers' Halls Portal	0x17790101 180 177.849 381.937 -0.0000000437114 0 0 -1							
02AA	682	Desert March	0x02AA022F 50.000000 -500.000000 30.004999 1.000000 0.000000 0.000000 0.000000	02AA												
02AB	683	Beyond the Mines of Despair	0x02AB0162 110.000000 -10.000000 0.005000 0.707107 0.000000 0.000000 -0.707107	02AB	8969	portalminesofdespairtunnels	1880653824	Beyond the Mines of Despair	0x01880101 0 -100 -24.063 1 0 0 0							
02AC	684	Lower Empyrean Mausoleum	0x02AC02EF 640.127014 -139.839996 0.005000 1.000000 0.000000 0.000000 0.000000	02AC	8835	portalempyreanmausoleumlower	1881853957	Lower Empyrean Mausoleum Portal	0x02AD010A 92.3762 -97.5741 -48.063 0.927588 0 0 -0.373605							
02AC	684	Upper Empyrean Mausoleum	0x02AC02EF 640.200012 -140.500000 0.005000 -0.999969 0.000000 0.000000 -0.007854	02AC	8834	portalempyreanmausoleumupper	1881853959	Upper Empyrean Mausoleum Portal	0x02AD010B 92.1387 -111.455 -48.063 0.382683 0 0 -0.92388							
02AD	685	Empyrean Cloister	02AD01E4 132.28 -538.84 0.00 0.64 0.00 0.00 -0.77	02AD												
02AE	686	Chakron Gate	02AE02B3 130.01 -7.09 0.00 0.01 0.00 0.00 -1.00	02AE	8830	portalchakrongate	1930678272	Chakron Gate Portal	0x313D0003 18.1017 54.7337 238.745 0.948482 0 0 0.31683							
02AF	687	Lower Chakron Flux	02AF0345 170.00 0.00 0.00 -0.71 0.00 0.00 -0.71	02AF	8832	portalchakronfluxlower	1881858051	Lower Chakron Flux Portal	0x02AE010A 88.0697 -190.071 -12.063 -0.999811 0 0 0.019431							
02AF	687	Lower Chakron Flux	02AF0345 170.00 0.00 0.00 -0.71 0.00 0.00 -0.71	02AF	8832	portalchakronfluxlower	1881862211	Lower Chakron Flux Portal	0x02AF0180 51.6604 -342.391 -48.063 0.423067 0 0 -0.906098							
02AF	687	Lower Chakron Flux	02AF0345 170.00 0.00 0.00 -0.71 0.00 0.00 -0.71	02AF	8832	portalchakronfluxlower	1881862205	Lower Chakron Flux Portal	0x02AF017E 27.8994 -332.247 -48.063 0.223453 0 0 0.974715							
02AF	687	Lower Chakron Flux	02AF0345 170.00 0.00 0.00 -0.71 0.00 0.00 -0.71	02AF	8832	portalchakronfluxlower	1881862164	Lower Chakron Flux Portal	0x02AF0118 61.5928 -212.497 -66.063 0.401004 0 0 -0.916076							
02AF	687	Upper Chakron Flux	02AF0308 40.00 0.44 0.00 0.71 0.00 0.00 -0.71	02AF	8831	portalchakronfluxupper	1881858049	Upper Chakron Flux Portal	0x02AE0107 82.479 -190.071 -12.063 -0.999811 0 0 0.019431							
02AF	687	Upper Chakron Flux	02AF0308 40.00 0.44 0.00 0.71 0.00 0.00 -0.71	02AF	8831	portalchakronfluxupper	1881862220	Upper Chakron Flux Portal	0x02AF01A7 161.647 -178.088 -48.063 0.397955 0 0 0.917405							
02AF	687	Upper Chakron Flux	02AF0308 40.00 0.44 0.00 0.71 0.00 0.00 -0.71	02AF	8831	portalchakronfluxupper	1881862226	Upper Chakron Flux Portal	0x02AF01A9 182.212 -187.625 -48.063 0.911039 0 0 -0.412321							
02AF	687	Upper Chakron Flux	02AF0308 40.00 0.44 0.00 0.71 0.00 0.00 -0.71	02AF	8831	portalchakronfluxupper	1881862170	Upper Chakron Flux Portal	0x02AF011F 147.516 -307.599 -66.063 0.955414 0 0 0.29527							
02B0	688	Sepulcher of the Hopeslayer	0x02B002A8 276.622009 -67.712997 72.005005 -0.707107 0.000000 0.000000 -0.707107	02B0												
02B1	689	Lower Shade Stronghold	0x02B10276 110.000000 -490.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02B1	8886	portalshadestrongholdescapelower	1881874488	Lower Shade Stronghold	0x02B201EC 150 -220 5.937 1 0 0 -0.0000000437114							
02B1	689	Upper Shade Stronghold	0x02B10268 70.000000 -490.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02B1	8885	portalshadestrongholdescapeupper	1881874520	Upper Shade Stronghold	0x02B2025C 210 -200 11.937 1 0 0 -0.0000000437114							
02B2	690	Heart of Darkness (Lower)	0x02B201FB 170.000000 -210.000000 6.005000 1.000000 0.000000 0.000000 0.000000	02B2	8838	portalheartofdarknesslower	1881870337	Lower Heart of Darkness Portal	0x02B10104 230 1.5 -42.063 1 0 0 0							
02B2	690	Heart of Darkness (Upper)	0x02B20251 190.000000 -190.000000 12.004999 0.000000 0.000000 0.000000 -1.000000	02B2	8837	portalheartofdarknessupper	1881870342	Upper Heart of Darkness Portal	0x02B1012A 110 -100 -24.063 1 0 0 0							
02B3	691	Moars Laboratory	0x02b301f6 92.508796691895 -41.736000061035 24.004999160767 -0.24611799418926 0 0 0.9692400097847	02B3	8600	portalvesayenmoarslaboratory	1983164617	Moars Laboratory	0x634B048D 101.174 -67.4698 -0.063 0.28352 0 0 0.958966							
02B3	691	Moars Laboratory	0x02b301f6 92.508796691895 -41.736000061035 24.004999160767 -0.24611799418926 0 0 0.9692400097847	02B3	8600	portalvesayenmoarslaboratory	2136117248	Moars Laboratory	0xF5290102 84 187 12.737 1 0 0 0							
02B4	692	A Mosswart Hideout	02B40245 79.94 -99.02 0.00 -0.78 0.00 0.00 0.62	02B4	8578	portalmosswartrisingdungeon	2130853888		0xF0240035 161.856 105.417 21.937 0.999615 0 0 -0.0277617							
02B5	693	Moarsmen Spawning Grounds	0x02B502C1 120.000000 -260.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02B5	8584	portalmoarsmenspawninggrounds	1983164592	Moarsmen Spawning Grounds	0x634B03FF 0.951384 -68.089 -0.063 -0.054177 0 0 0.998531							
02B5	693	Moarsmen Spawning Grounds	0x02B502C1 120.000000 -260.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02B5	8584	portalmoarsmenspawninggrounds	2139258888	Moarsmen Spawning Grounds	0xF8280101 12.003 79.1743 13.137 -0.00378002 0 0 -0.999993							
02B6	694	Idol Spawning Grounds	02B6029E 100.14 -50.14 0.00 0.71 0.00 0.00 -0.71	02B6	8586	portalidolspawninggrounds	2126663703	Idol Spawning Grounds	0xEC250031 149.609 20.2516 -0.063 0.994993 0 0 -0.0999454							
02B7	695	Catacombs of Ithaenc	0x02B702F1 70.000000 -60.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02B7	8532	portalcoi	2134999054	Catacombs of Ithaenc Portal	0xF418000C 35.7267 79.267 195.491 1 0 0 0							
02B8	696	Rumuba's Hidey-Hole	0x02B802B3 200.000000 -270.000000 6.084772 -0.987688 0.000000 0.000000 -0.156434	02B8	8576	portalrumubahideyhole	2128740352	Rumuba's Hidey-Hole	0xEE20003D 174.736 113.311 19.0518 0.382683 0 0 -0.92388							
02B9	697	Moist Hovel	0x02B90185 100.213287 -1.540579 0.005000 -0.014992 0.000000 0.000000 -0.999888	02B9	29101	portalmoisthovel	1930272768	Moist Hovel	0x30DA0100 135.156 142.256 -3.263 0.967671 0 0 -0.252217							
02BA	698	Moars (Dungeon)	0x02BA01F8 120.000000 -70.000000 0.005000 -0.923880 0.000000 0.000000 -0.382683	02BA	8598	portalvesayenmoars	2134011904	Moars	0xF3270100 155 149 12.737 1 0 0 0							
02BB	699	Jungle Shadows	0x02BB0197 108.385002 -88.606003 24.004999 -0.819152 0.000000 0.000000 -0.573576	02BB	8497	portaljungleshadows	2136113152	Jungle Shadows	0xF5280102 109.531 145.734 16.737 -0.864861 0 0 0.502012							
02BC	700	Mosswart Nest	0x02BC0145 110.000000 -60.000000 0.005000 -0.642788 0.000000 0.000000 -0.766044	02BC	8486	portalvesayenmosswartnest	2127683584	Mosswart Nest	0xED1E0014 53.678 76.4603 21.6668 0.309742 0 0 0.950821							
02BD	701	Small Ruin	0x02BD01A0 40.000000 -50.000000 12.004999 1.000000 0.000000 0.000000 0.000000	02BD	8484	portalvesayensmallruin	2131914752	Small Ruin	0xF1270100 60.0001 153.976 21.937 1 0 0 0							
02BE	702	Small Temple	0x02BE011D 50.000000 -50.000000 0.005000 -0.984808 0.000000 0.000000 -0.173648	02BE												
02BF	703	Small Temple	0x02BF011D 50.000000 -50.000000 0.005000 -0.984808 0.000000 0.000000 -0.173648	02BF												
02C0	704	Small Temple	0x02C0011D 50.000000 -50.000000 0.005000 -0.984808 0.000000 0.000000 -0.173648	02C0												
02C1	705	Mud Cave	0x02c1017e 138.29800415039 -28.020000457764 6.0050001144409 -0.70710700750351 0 0 -0.70710700750351	02C1	8474	portalmudcave	1983164572	Mud Cave	0x634B03B1 46.5908 -72.398 -6.063 -0.336022 0 0 -0.941854							
02C1	705	Mud Cave	0x02c1017e 138.29800415039 -28.020000457764 6.0050001144409 -0.70710700750351 0 0 -0.70710700750351	02C1	8474	portalmudcave	2119319552	Mud Cave	0xE5240100 23.0794 23.9524 -5.263 0.930442 0 0 -0.36644							
02C2	706	Moarsmen Muck	0x02c201e6 80 -60 0.0049999998882413 0 0 0 -1	02C2	8476	portalmoarsmenmuck	1983164608	Moarsmen Muck	0x634B0474 63.0112 -90.7442 -0.058 0.696084 0 0 -0.71796						Corrected dungeon name - Howard	
02C2	706	Moarsmen Muck	0x02c201e6 80 -60 0.0049999998882413 0 0 0 -1	02C2	8476	portalmoarsmenmuck	2131881988	Moarsmen Muck	0xF11F0100 22.8049 28.9637 12.737 0.937098 0 0 -0.349067							
02C3	707	Slithis Pit	02C30289 140.00 -40.00 0.00 0.09 0.00 0.00 -1.00	02C3	8458	portalslithispit	2136109056	Slithis Pit	0xF5270016 66.1479 136.829 21.8271 -0.332809 0 0 0.942994							
02C4	708	Moarsmen Hideout	0x02c4023f 90 -10 6.0050001144409 1 0 0 0	02C4	8456	portalmoarsmenhideout	1983164551	Moarsmen Hideout	0x634B036A 1.65111 -71.6931 -6.063 -0.658444 0 0 -0.75263							
02C4	708	Moarsmen Hideout	0x02c4023f 90 -10 6.0050001144409 1 0 0 0	02C4	8456	portalmoarsmenhideout	2129821696	Moarsmen Hideout	0xEF280100 162.526 0.182763 16.737 0.241786 0 0 -0.97033							
02C5	709	Treacherous Tunnels	02C502CC 161.50 -86.80 0.00 -0.00 0.00 0.00 -1.00	02C5	8444	portaltreacheroustunnelsbottom	2135056384	Treacherous Tunnels Portal	0xF4260102 111.929 84.2805 -4.863 0.0119658 0 0 -0.999928							
02C6	710	Lightless Tunnels	02C60200 60.00 -60.00 -5.99 -0.09 0.00 0.00 -1.00	02C6	8218	portalxarabottom	1882005504	Lightless Tunnels Portal	0x02D20102 20 -56 -18.063 -0.0000000437114 0 0 -1							
02C7	711	Tumideon Fortress	0x02C70198 60.000000 -390.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02C7	8392	portaltumideonfortress	1932759040	Tumideon Fortress Portal	0x33390025 103.962 113.321 126.16 -0.752083 0 0 0.659069							
02C8	712	Banderling Conquest Dungeon	0x02C80258 329.854858 -9.999932 0.005000 -0.000233 0.000000 0.000000 -1.000000	02C8	8379	portalmosswartbanderlingdungeon	2078650368	Banderling Conquest Dungeon	0xBE5B0022 99.8725 28.6991 5.937 -0.619617 0 0 0.784904							
02C8	712	Banderling Conquest Dungeon	0x02C80258 329.854858 -9.999932 0.005000 -0.000233 0.000000 0.000000 -1.000000	02C8	42166		2023760057	Banderling Conquest Dungeon	0x8A0201F4 107.261 -39.8745 -0.0504 0.707107 0 0 -0.707107							
02C9	713	Sotiris Dungeon	0x02C90280 120.000000 -250.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02C9												
02CA	714	Mosswart Maze	0x02CA0247 130.000000 -220.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02CA	42167		2023760059	Mosswart Maze	0x8A0201F4 112.845 -39.8569 -0.0504 0.707107 0 0 -0.707107							
02CB	715	The Floating City (Bar)	0x02CB0118 10.000000 -10.000000 0.005000 0.707107 0.000000 0.000000 -0.707107	02CB												
02CC	716	The Floating City (Museum)	0x02CC010A 40.000000 -40.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02CC												
02CD	717	The Floating City (Tunnels)	0x02CD014F 70.000000 -100.000000 -23.995001 0.953717 0.000000 0.000000 -0.300706	02CD												
02CE	718	The Floating City (Construction Area)	0x02CE0140 10.000000 -10.000000 0.005000 0.707107 0.000000 0.000000 -0.707107	02CE												
02CF	719	The Floating City (Skyway)	0x02CF019D 30.000000 -70.000000 18.004999 1.000000 0.000000 0.000000 0.000000	02CF												
02D0	720	The Floating City (Lost Chamber)	0x02D00118 0.000000 -60.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02D0												
02D1	721	The Floating City (Banderling Area)	0x02D10125 80.000000 -20.000000 -23.995001 -0.707107 0.000000 0.000000 -0.707107	02D1												
02D2	722	Uninhabited Area	02D2011F 70.00 -120.00 0.00 1.00 0.00 0.00 0.00	02D2	8220	portalxaralower	1881956428	Uninhabited Area Portal	0x02C60210 30 -66 -0.063 -0.0000000437114 0 0 -1							
02D2	722	Uninhabited Area	02D2011F 70.00 -120.00 0.00 1.00 0.00 0.00 0.00	02D2	8220	portalxaralower	2033496078	Uninhabited Area Portal	0x934B0133 154.812 84.995 -31.663 0.707107 0 0 -0.707107							
02D3	723	Xarabydun Lifestone	0x02D30116 40.000000 -40.000000 0.005000 1.000000 0.000000 0.000000 0.000000	02D3	8221	portalxarastone	2033496136	Xarabydun Lifestone Portal	0x934B021B 57.937 -1.069 -13.663 -0.0000000437114 0 0 -1							
02D4	724	Abhorrent Vault	0x02d40260 70 -20 0.0049999998882413 1 0 0 0	02D4	28806	portalabhorrentvault	1947131904		0x40EE0021 112.331 10.8736 29.937 -0.956659 0 0 0.291211						restricted levels 1-25 -sy	
02D5	725	Waterfall Cave	0x02d50237 92.32559967041 -0.69997799396515 0.0049999998882413 0.1722500026226 0 0 0.98505300283432	02D5	28796	portalwaterfallcave	1914601472	Waterfall Cave	0x21E8000C 32.9277 83.206 13.937 -0.237526 0 0 -0.971381							
02D6	726	Hidden City	0x02d602ce 0.34000000357628 -79.849998474121 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	02D6	28786	portalhiddencity	1920946176	Hidden City	0x27F5003C 179.892 84.6407 85.937 0.999569 0 0 0.0293629							
02D7	727	Shendolain Chamber	0x02D70247 30.000000 -30.000000 -41.994999 0.382683 0.000000 0.000000 -0.923880	02D7												
02D8	728	Qin Xikit's Temple	0x02d80454 20 -60 0.0049999998882413 1 0 0 0	02D8											via portal gem -sy	
02D9	729	Liazk Itzi's Temple	0x02d902b0 10 -20 0.0049999998882413 1 0 0 0	02D9												
02DA	730	Fenmalain Chamber	0x02DA0335 218.453995 -388.760010 0.005000 1.000000 0.000000 0.000000 0.000000	02DA												
02DB	731	Fenmalain Vestibule	0x02DB030E 150.000000 -16.000000 12.004999 1.000000 0.000000 0.000000 0.000000	02DB												
02DC	732	Caulnalain Vestibule	0x02DC035D 280.000000 -140.000000 0.000000 1.000000 0.000000 0.000000 0.000000	02DC												
02DD	733	Penguin Den	0x02dd019b 100.08999633789 -229.54800415039 0.0049999998882413 1 0 0 0	02DD	28793	portalpenguinden	1933414400	Penguin Den	0x33D90039 185.137 11.9241 35.0555 -0.943814 0 0 -0.330478							
02DE	734	Ruschk Iceberg	0x02de02be 160.00500488281 -279.72900390625 0.0049999998882413 1 0 0 0	02DE	28784	portalruschkiceberg	1934585856	Ruschk Iceberg	0x34F7001F 85.5311 164.018 23.3116 0.832085 0 0 -0.554648							
02DF	735	Caulnalain Chamber	0x02DF0375 2.160000 -63.340000 -5.995000 0.707107 0.000000 0.000000 -0.707107	02DF	7945	portalcaulnalainvestibule	2020429825	Caulnalain Vestibule Portal	0x86D50011 58.7871 20.6987 291.662 -0.927542 0 0 -0.37372							
02E0	736	Shendolain Vestibule	0x02E00461 50.000000 -20.000000 -29.995001 -0.000000 0.000000 0.000000 -1.000000	02E0	7949	portalshendolainvestibule	1933819905	Shendolain Vestibule Portal	0x343C003A 181.641 38.7505 232.303 -0.9882 0 0 -0.153169						via portal gem -sy	
02E0	736	Shendolain Vestibule	0x02E00461 50.000000 -20.000000 -29.995001 -0.000000 0.000000 0.000000 -1.000000	02E0	7949	portalshendolainvestibule	1961041921	Shendolain Vestibule Portal	0x4E320007 14.5856 153.55 1.14117 -0.999824 0 0 -0.0187519							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	1881985035	Golem Sanctum Portal	0x02CD0181 108.075 -83.6721 -18.063 0.921061 0 0 -0.389418							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2629000497	Golem Sanctum Portal	0x7B890017 63.0782 152.761 153.937 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3700024128	Golem Sanctum Portal	0x8393003D 171.708 96.8661 123.937 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3361234977	Golem Sanctum Portal	0x8613000B 27.4564 70.352 261.937 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2870984381	Golem Sanctum Portal	0x87970004 11.6462 90.7664 76.389 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3708804480	Golem Sanctum Portal	0x8989003F 175.047 166.195 72.6265 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2447738156	Golem Sanctum Portal	0x89F40006 4.8255 137.9 7.02654 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2885112652	Golem Sanctum Portal	0x8CAD0016 50.8471 128.841 79.4894 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2447551664	Golem Sanctum Portal	0x912B003E 186.281 129.011 -0.963 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2448633432	Golem Sanctum Portal	0x91470004 18.4041 81.9464 21.2506 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2881186901	Golem Sanctum Portal	0x93400022 118.549 26.6387 39.937 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3685917978	Golem Sanctum Portal	0x939B0003 6.81813 61.9772 133.301 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3710091316	Golem Sanctum Portal	0x94960028 118.161 170.765 123.632 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2629529557	Golem Sanctum Portal	0x9A50003E 174.173 138.456 13.4696 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3353717569	Golem Sanctum Portal	0xA0360018 56.8101 186.458 61.937 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3708924334	Golem Sanctum Portal	0xA453000B 44.8829 54.6427 57.3834 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3326640092	Golem Sanctum Portal	0xAA560015 62.1173 97.4842 21.937 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3335140920	Golem Sanctum Portal	0xABA40027 98.7899 166.029 229.472 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	3711001764	Golem Sanctum Portal	0xAEA20011 70.7851 6.02872 158.038 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2882459362	Golem Sanctum Portal	0xB29A002C 125.896 88.7203 60.839 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2928599658	Golem Sanctum Portal	0xB432000F 37.3994 155.383 50.8204 0.953717 0 0 -0.300706							
02E1	737	Golem Sanctum	0x02E10290 310.000000 -260.000000 -11.995001 -0.707107 0.000000 0.000000 -0.707107	02E1	7934	portalgolemsanctum	2613359503	Golem Sanctum Portal	0xB6850001 20.9646 16.1466 32.4062 0.953717 0 0 -0.300706							
